#HEADER
#TITLES
 , ,Dniuzhuan1
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
787,7428.478000,-1.179615
788,7428.479000,-1.176584
789,7428.480000,-1.173367
790,7428.481000,-1.169886
791,7428.482000,-1.166375
792,7428.483000,-1.162849
793,7428.484000,-1.159126
794,7428.485000,-1.155258
795,7428.486000,-1.151919
796,7428.487000,-1.149157
797,7428.488000,-1.146694
798,7428.489000,-1.144721
799,7428.490000,-1.142809
800,7428.491000,-1.140945
801,7428.492000,-1.13952
802,7428.493000,-1.138452
803,7428.494000,-1.137328
804,7428.495000,-1.136167
805,7428.496000,-1.135128
806,7428.497000,-1.134117
807,7428.498000,-1.133498
808,7428.499000,-1.133301
809,7428.500000,-1.133276
810,7428.501000,-1.133514
811,7428.502000,-1.133487
812,7428.503000,-1.133123
813,7428.504000,-1.132741
814,7428.505000,-1.132187
815,7428.506000,-1.131719
816,7428.507000,-1.131362
817,7428.508000,-1.130854
818,7428.509000,-1.130247
819,7428.510000,-1.130024
820,7428.511000,-1.130193
821,7428.512000,-1.130555
822,7428.513000,-1.131233
823,7428.514000,-1.131877
824,7428.515000,-1.132467
825,7428.516000,-1.133278
826,7428.517000,-1.134233
827,7428.518000,-1.134925
828,7428.519000,-1.135345
829,7428.520000,-1.135631
830,7428.521000,-1.135673
831,7428.522000,-1.135776
832,7428.523000,-1.135946
833,7428.524000,-1.135935
834,7428.525000,-1.135801
835,7428.526000,-1.135742
836,7428.527000,-1.135742
837,7428.528000,-1.135742
838,7428.529000,-1.135786
839,7428.530000,-1.135685
840,7428.531000,-1.135429
841,7428.532000,-1.135142
842,7428.533000,-1.134779
843,7428.534000,-1.134723
844,7428.535000,-1.135022
845,7428.536000,-1.135463
846,7428.537000,-1.136154
847,7428.538000,-1.136905
848,7428.539000,-1.137701
849,7428.540000,-1.138737
850,7428.541000,-1.139976
851,7428.542000,-1.141099
852,7428.543000,-1.142105
853,7428.544000,-1.143127
854,7428.545000,-1.144086
855,7428.546000,-1.145224
856,7428.547000,-1.146559
857,7428.548000,-1.147906
858,7428.549000,-1.149322
859,7428.550000,-1.150252
860,7428.551000,-1.15062
861,7428.552000,-1.150724
862,7428.553000,-1.150401
863,7428.554000,-1.149925
864,7428.555000,-1.149311
865,7428.556000,-1.148268
866,7428.557000,-1.146846
867,7428.558000,-1.14551
868,7428.559000,-1.144256
869,7428.560000,-1.142883
870,7428.561000,-1.141498
871,7428.562000,-1.139742
872,7428.563000,-1.137585
873,7428.564000,-1.135289
874,7428.565000,-1.132769
875,7428.566000,-1.130333
876,7428.567000,-1.128038
877,7428.568000,-1.125671
878,7428.569000,-1.123324
879,7428.570000,-1.120872
880,7428.571000,-1.118298
881,7428.572000,-1.115747
882,7428.573000,-1.113194
883,7428.574000,-1.110302
884,7428.575000,-1.107063
885,7428.576000,-1.103621
886,7428.577000,-1.099891
887,7428.578000,-1.096102
888,7428.579000,-1.092272
889,7428.580000,-1.088211
890,7428.581000,-1.08397
891,7428.582000,-1.080046
892,7428.583000,-1.076466
893,7428.584000,-1.073033
894,7428.585000,-1.069882
895,7428.586000,-1.066683
896,7428.587000,-1.063427
897,7428.588000,-1.060399
898,7428.589000,-1.057539
899,7428.590000,-1.054555
900,7428.591000,-1.051464
901,7428.592000,-1.048368
902,7428.593000,-1.045199
903,7428.594000,-1.042215
904,7428.595000,-1.039433
905,7428.596000,-1.036678
906,7428.597000,-1.034008
907,7428.598000,-1.031026
908,7428.599000,-1.027676
909,7428.600000,-1.024193
910,7428.601000,-1.020461
911,7428.602000,-1.016671
912,7428.603000,-1.012842
913,7428.604000,-1.008772
914,7428.605000,-1.0045
915,7428.606000,-1.00038
916,7428.607000,-0.9964155
917,7428.608000,-0.9924573
918,7428.609000,-0.9885938
919,7428.610000,-0.9845629
920,7428.611000,-0.980347
921,7428.612000,-0.9761472
922,7428.613000,-0.9719043
923,7428.614000,-0.9678988
924,7428.615000,-0.9641806
925,7428.616000,-0.9605768
926,7428.617000,-0.9571748
927,7428.618000,-0.9538617
928,7428.619000,-0.9506292
929,7428.620000,-0.947615
930,7428.621000,-0.9448004
931,7428.622000,-0.9419099
932,7428.623000,-0.938944
933,7428.624000,-0.9360272
934,7428.625000,-0.9330949
935,7428.626000,-0.9303493
936,7428.627000,-0.9278095
937,7428.628000,-0.9253234
938,7428.629000,-0.9229401
939,7428.630000,-0.9205419
940,7428.631000,-0.9181032
941,7428.632000,-0.9157156
942,7428.633000,-0.913344
943,7428.634000,-0.9110261
944,7428.635000,-0.9087685
